DocID,TableNum,Columns,Class,TagMethod
83936,123,"['OHG wo 8OMZ 91:91:81 17/t0 ', 'EE 867 re uonpeuuop :00:88:ET 17/t0 ', 'OHG wo 8OMZ 90:87:ET 17/t0 ', 'OHG wo 8OMZ :90:07:8T 17/t0 ', 'E6827 re uonpeuuop O0:8T:ET 17/t0 ', 'dnLHOIBM NIdIS :00:00:81 17/t0 OHG wo 8OMZ 8T:69:7T 17/t0 8/ 607 re uonpeuuop :00:69:7T 17/t0 ', ""Hos LOnGNOO 00:89:7T 17/t0 08'8 LHIM ann TO:ES:ET 17/t0 OHG wo 8OMZ ET:LV:ZT 17/t0 OT 017 e uonpeuuo3 00:S0:7T 17/t0 "", 'OHG won 8OMZ tT:Ot:ZT 17/t0 OHG wo 8OMZ 90:01:71 17/t0 ', 'Ot 087 re uonpeuuop :00:88:7T 17/t0 ', 're uonpeuuo3 ', 'OHG wo 8OMZ 80:79:IT 17/t0 ', 'SL Z9T re uonpeuuop O0:It:IT 17/t0 ', 'OHG won 8OMZ IS:SE:IT 17/t0 Ot ESI re uonpeuuop 00: :tE II 17/t0 ', 'OHG wo 8OMZ EO:t7:IT 17/t0 ', 'OHG wo 8OMZ ES:IT:II t7/t0 ', 'tL VET re uonpeuuop O0:OT:IT 1C/t0 ', 'St SET pe uonpeuuop :00:69:0T 17/t0 ', ""OHG wo 8OMZ :98:61:0T 17/t0 LT'9IT e uonpeuuo :00:61:01 t7/t0 "", 'OHG wo 8OMZ 21:68:OT 17/t0 00 LOT re uonpeuuo 00:LE:0T 17/t0 ', 'XZZ OILVIS LI NMO 97 ', 'an LHOIBM ONIAIS O0:TE:OT 17/t0 ISd ', 'OHG wo 8OMZ SI:EZ:OT 17/t0 89 26 re uonpeuuop :00:07:0T 17/t0 ']",,
83936,124,"['Unnamed: 6', 'Unnamed: 10', 'OHG wouj 8OMZ 67 :SE:ET 17/t0 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'E ', 'nan', 'nan', 'nan', 'OHG woIj 8OMZ :LI:ET:ET 17/t0 ', 'nan', 'nan', 'WHVBdId ', 'nan', 'nan', 'NVW OvaG 031S31 :O0:ET:ET 17/t0 07 697 re uonpeuuo O0:IT:ET 17/t0 ', 'nan', 'OHG to 8OMZ :E7:90:E1 17/t0 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'ISd 86 SXIS Et ISd 89 SXIS EE W 097 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'OHG won 8OMZ :67:EE:ZT 17/t0 ', 'nan', 'nan', 'nan', 'nan', 'IIC ', 'nan', 'OHG woIj 8OMZ IZ:LT:ZT 17/t0 ', 'nan', 'TOZ ', 'nan', 'nan', 'nan', ""t9 'T6T re uompeuuo 00:20:71 17/t0 "", 'nan', 'nan', 'OHG wo 8OMZ 6t :TO:ZT t7/t0 ', 'nan', 'nan', 'SHBLBN 88 I8T OL OBONVHO Lia ', 'nan', 'nan', 'HLdag tt:TO:ZT 17/t0 88 I8T re uonpeuuop :00:89 II 17/t0 ', 'nan', 'nan', 'nan', 'nan', 'I8T ', 'nan', 'nan', 'L/T ZLI ', 'nan', 'nan', 'OHG won 8OMZ SZ:Et:IT 17/t0 ', 'nan', 'nan', 'nan', 'I9T ', nan, nan, 'EST EST ']",,
83936,125,"['Unnamed: 1', 'St:ET ', 'nan', 'E0E ', 'nan', 'nan', 'nan', 'SE:ET ', 'nan', 'nan', 'nan', 'SZ:ET ', 'nan', 'nan', 'nan', 'nan', 'nan', 'SI:EI ', 'nan', 'nan', 'nan', 'GO:ET ', 'BI ', 'nan', 'nan', 'nan', 'G9:ZT ', 'nan', 'nan', 'nan', 'Ste ', 'nan', 'nan', 'nan', 'St:Zt ', 'nan', 'IZZ ', 'SE:ZT ', 'nan', 'VIE ', 'nan', 'nan', 'nan', 'TOZ ', 'SI:ZT ', 'nan', 'Z61 ', 'nan', 'nan', 'SO:ZT ', 'nan', 'nan', 'nan', 'II ', 'nan', 'nan', 'nan', 'nan', 'nan', 'SS:IT ', 'nan', 'OLT ', 'nan', 'nan', 'nan', 'St:IT ', 'nan', 'EG ', 'nan', nan, nan, 'SE:II ']",,
83936,126,"['Unnamed: 1', 'OHG won 8OMZ :SS:IZ:LT 17/t0 ', 'nan', 'IES pe uonpeuuo3 :00:61:LI 17/t0 ', 'nan', 'OHO wo 8OMZ 6TII:LI 17/t0 ', 'nan', 'nan', 'nan', 'OHG wo 8OMZ SI I:ZO:LT 17/t0 ', 'nan', 'LI 709 re uonpeuuo3 :00:00:L 2T 17/t0 OHG wo 8OMZ 67:89:91 12/t0 ', 'nan', 'nan', 'OHG wo 8OMZ ST:ET:9T 17/t0 ', 'nan', 'OHG woIj 8OMZ tI:ET:9T 17/t0 ', 'nan', 'nan', 'nan', ""OHG wo 8OMZ 68:88:9T 17/t0 ET T'ELT re uonpeuuop :O0:TE:9T 17/t0 "", 'nan', 'OHO wo 8OMZ :87:87:9T 17/t0 ', 'nan', 'tt E9t re uonoeuuop :00:17Z:9T 17/t0 OHG wo gOMZ EI:TT:9T 17/t0 ', 'T ', 'tL ESt re uonpeuuop :00 ZI9T 17/t0 OHG won 8OMZ 97:90:9T 17/t0 ', 'nan', 'TO ttt e uonpeuuo :00:80:91 12/t0 ', 'nan', 'JHG wo 8OMZ :O0:SS:ST 17/t0 ', 'nan', 'nan', 'OHG wo 8OMZ 8S:VE:ST 17/t0 ', 'nan', 'nan', ""tt 968 re uonpeuuo3 O0:0T:ST 17/t0 OHO wo gOMZ :97:80:ST 17/t0 670 SIA ann SS:ZO:ST 17/t0 08'8 1HIBM and O9:70:9T 17/t0 "", 'nan', 'EL 988 re uonpeuuo3 :O0:TO:ST 17/t0 OHG wo 8OMZ Ot:t9:tT t2/t0 ', 'nan', ""TO'9LE re uonpeuuo3 :00:79:tT 17/t0 OHG wo 8OMZ 60:St:tI 17/t0 IE 998 re uonpeuuo 00:Et:tI te/t0 "", 'nan', ""OHG woIj 8OMZ :90:98:1I 17/t0 09'998 e uompeuuop 00:88:tI 17/t0 "", 'nan', 'OHG wo 8OMZ 87:97:tI 17/t0 ', 'nan', 'nan', 'LI LEE re uonpeuuo O0:IITT 17/t0 ', 'nan', 'OHG wo 8OMZ :LS:TO:tT 17/t0 ', 'nan', 'nan', 'OHO woIj 8OMZ VE:Z9:ET 17/t0 OLITC p 110nALIOO ""OO\'OCOT ', nan]",,
83936,127,"['Unnamed: 1', 't9t ', 'nan', 'nan', 'nan', 'nan', 'nan', 'SI:9T ', 'nan', 'ZSt 8tt ', 'nan', 'nan', 'ttt ', 'nan', 'Ott ', 'nan', 'nan', 'Ett ', 'nan', 'nan', 'nan', 'nan', 'tEt ', 'S9:9T ', 'nan', 'OEt ', 'nan', 'nan', 'VEt ', 'nan', 'nan', 'nan', 'nan', 'St:SI ', 'nan', 'nan', 'nan', 'EZT ', 'nan', 'nan', 'nan', 'nan', 'GIt ', 'SE:SI ', 'nan', 'EIt ', 'nan', 'nan', 't 601 GOt ', 'nan', 'nan', 'nan', 'SE:ST ', 'nan', 'tOt O0t ', 'nan', 'E ', 'EOt ', 'SI:ST ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'GO:SI ', 'nan', 'nan', 'nan', 'nan', 'nan', 'I8E ', 'nan', 'nan', 'SS:tT ', 'nan', 't1E ', 'nan', 'nan', 'EL8 ', 'nan', 'nan', 'nan', 'nan', 'St:tI ', 'nan', 'nan', 'nan', 'L9E ', 'nan', 'nan', 'nan', 'SE:tI ', 'nan', 'nan', 'nan', 'LVE ', 'SE:tT ', 'nan', 'OVE ', 'nan', 'nan', 'nan', 'nan', 'ItE LEE ', 'nan', 'nan', 'nan', 'SITI ', 'nan', 'GEE OE ', 'nan', nan, 'LE8 ZEE ', 'GO:tI ']",,
83936,128,"['OHG won OMZ :70:69:07 17/t0 ST ""SIL re uonpeuuo 100:99:07 12/t0 ', 'Odd6 8/ISdOTZ-WdSOS/ISd98T-WdSOt ', 'WSIL HOS :00:99:07 17/t0 OHG wo 8OMZ t9:8t:07 t7/t0 ', ""O9 G'9OL te uonpeuuop :00 00:717:07 Zt: 07 17/t0 "", 'OHG wo 8OMZ :97:88:07 t7/t0 ', 'OHG won 8OMZ :80:87:07 17/t0 ', 'TE ', ""OSI//6'8 NBG ann :00:81:07 17/t0 OHG you 8OMZ 1t:7T:07 17/t0 "", 'LE 929 re uonpeuuop 00:01:07 17/t0 ', 'OHG to 8OMZ :97:70:07 17/t0 ', ""IL '999 e uonpeuuo :00:00:07 17/t0 "", 'OHG to 8OMZ T9:T9:6T 12/t0 ', 'OHG won 8OMZ :Et:It:61 12/t0 ', 'OHG won 8OMZ :80:78:61 17/t0 ', 'OHG wo 8OMZ :97:17:61 17/t0 ', 'OHO wo 8OMZ :LZ:IT:6T 17/t0 ', 'EE 819 re uonpeuuo3 :00:60:61 17/t0 ', 'OHO wo 8OMZ 91:10:61 t7/t0 ', 'OHG won 8OMZ :60:09:81 t7/t0 ', 'OSIN/ 68 NBO ann :00:71:8T 12/t0 ', 'OHG wo 8OMZ :9t:68:8T 17/t0 ', 'OHG wo 8OMZ 18:67:81 17/t0 ', 'OHG won 8OMZ Et:L1:8T 17/t0 86 699 re uonpeuuo3 :00:91:8T 1Z/tO ', 'dd8 ', 'E97-WdSO9/OSd6ET-WdSOt WO99 () HOS 00:20:81 17/t0 ', 'OHG wo 8OMZ :EE:S0:8T 17/t0 ', ""EE'099 re uonpeuuo3 :00:80:81 17/t0 "", 'OHG to 8OMZ 09:9S:LT 17/t0 ', 'HG to 8OMZ :Et:Lt:21 17/t0 ', 'SHBLBW 6Ot9 OL GBNVHO HLd3g 1i8 20:91:21 17/t0 ', 'OHG won 8OMZ :Zt:IE:LT 17/t0 ']",,
83936,129,"['Unnamed: 1', 'Unnamed: 5', 'GO:IZ ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'EIL ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'St:07 ', 'nan', 'nan', 'nan', 'nan', 'nan', 't0L ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 't69 ', 'nan', 'nan', 'nan', 'nan', 'nan', 't89 089 ', 'nan', 'nan', 'nan', 'nan', 'nan', 't19 ', 'nan', 'nan', 'nan', 'nan', 'X ', 't99 ', 'SS:6T ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'St:6T ', 'nan', 'nan', 'I99 ', 'nan', 'nan', 'nan', 'L19 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'X ', 'nan', 'nan', 'It9 2E9 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SI:6T ', 'nan', 'nan', 'IZ9 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SI9 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Z19 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 't709 009 ', 'SS:8T ', 'nan', 'nan', 'St:8T ', 'nan', 'nan', 'nan', 'FE ', 'nan', 'nan', 'nan', 't89 089 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 't9 ', 'nan', 'nan', 'nan', 'OZ9 ', 'nan', 'nan', 'nan', 'OL9 ', 'SI:8T ', nan, nan, nan]",,
83936,130,"['Unnamed: 12', 'Unnamed: 13', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'idv 100 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'St:E7 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'EEL ', 'nan', 'nan', 'EtL ', 'nan', 'E9L ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'ZLL ', 'nan', 'GI:EZ ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 't11 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SS: ', 'nan', 'nan', 't9/ ', 'nan', 'nan', 'nan', 'nan', 'St:Ie ', 't9/ E9/ 792 8tz/ ttl ', nan, 'SE:IZ ']",,
83936,131,"['II ', 'Unnamed: 9', 'ZI ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'It 09 ', 'nan', 'GS ', 'nan', 'nan', 'nan', 'nan', 'LL ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SII ', 'nan', 'SZI ', 'nan', 'nan', 'VET ', 'nan', 'nan', 'EVT ', 'nan', 'nan', 'EST ', 'nan', 'SI:ZO ', 'Z91 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'LEZ ', 'nan', 'nan', 'LtZ ', 'nan', 'S9: IO ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'St:IO ', 'nan', 'nan', 'nan', 'nan', 'nan', 'GE:TO ', 'SIE ', 'nan', 'nan', 'nan', 'nan', 'IEE ', 'nan', 'nan', 'nan', 'nan', 'SZ:IO ', 'ItE ', 'nan', 'nan', 't9 E98 ', 'nan', 'nan', 'ILE ', 'nan', 'GI:TO ', 'nan', 'nan', 'Ztt ', 'nan', 'nan', 'ZSt ', nan]",,
83936,132,['S1001 :00:99: :99:80 99 E0 SE/tO '],,
83936,133,"['Unnamed: 10', 'm ']",,
83936,134,"['Unnamed: 10', 'GIS ', 'SI:IT ', 'nan', 'G6t ', 'nan', 'nan', 'nan', 'nan', 'nan', 'GO:IT ', 'nan', 'Ett ', 'nan', 'nan', 'GCt It ', 'nan', 'nan', 'nan', 'GS:OT ', 'nan', 'nan', 'nan', 'nan', 'St:OT ', 'nan', 'nan', 'SE:OT ', 'nan', 'OTS ', 'nan', 'nan', 'SZ:OT ', 'nan', 'Gte ', 'nan', 'nan', 'nan', 'STOT ', 'nan', 'nan', 'nan', 'G8T ', 'GO:OT ', 'nan', 'ELT ', 'nan', 'nan', 'Gt ', 'nan', 'GET ', 'nan', 'nan', 'GZI ', 'nan', 'nan', 'OIT ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'G ', 'nan', 'nan', 'nan', 'a: ', 'nan', 'nan', 'nan', 'nan', 'nan', nan, nan]",,
83936,135,"['Gt ', 'CES ', 'O/t ', 'V9V ', 'LEE ', 'GEC ', 'GST ']",,
83936,136,"['Unnamed: 0', 'Unnamed: 5', 'Unnamed: 11', 'CHANGED TO 695.81 METERS ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'E 741 ', 'nan', 'nan', 'F/740.4M-741.3M 04/25 12:15:59: ZWOB from ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'F ', 'nan', 'nan', 'nan', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'F/709.4M 04/25 12:53:23: ZWOB from ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED TO 696.7 METERS ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'I ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'D ', 'nan', 'CHANGED TO 678.7 METERS ', 'nan', 'nan', 'nan', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED TO 671.65 METERS ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', nan, nan, nan, nan]",,
83936,137,"['GAS PEAK ', 'nan', 'nan', 'HOLE DEPTH 469.58 ', 'nan', 'nan', 'TO REAM INT# ', 'nan', 'nan', 'ZWOB from ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'DEPTH SET 444.05 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'HOLE DEPTH ', 'nan', 'CHANGED TO 439. 1 METERS ', 'nan', 'nan', 'ZWOB from ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'ZWOB from GAS PEAK ', 'nan', 'nan', 'nan', 'nan', 'IN TALLY ', 'nan', 'DEPTH SET TO 395.48 04/25 17:42:09: HOLE DEPTH CHANGED TO 390.1 METERS ', 'nan', 'nan', 'REAM INT# ', 'nan', 'nan', 'ZWOB from ', 'nan', 'GAS PEAK ', 'nan', 'nan', 'nan', 'TALLY: ', 'nan', 'nan', 'DEPTH SET 376.05 ', 'nan', 'nan', 'REAM INT# ', 'nan', 'nan', 'nan', 'nan', 'ZWOB from ', 'nan', 'nan', 'nan', 'CHANGED TO 343.69 04/25 18:13:00: REAM INT# ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED TO 332.29 04/25 18:33:27: ZWOB from 04/25 18:38:00: GAS PEAK 22.22%INT# 18 ', 'nan', 'nan', 'nan', 'nan', 'CHANGED TO 328.75 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED TO 310.78 ', nan]",,
83936,138,"['Unnamed: 1', 'Unnamed: 3', 'TO ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED 04/25 15:54:00 ', 'TO ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED 04/25 16:10:00: ', 'TO ', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'L ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'CHANGED 04/25 16:24:00: ', 'nan', 'E ', 'nan', 'nan', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'IN ', 'nan', 'nan', 'nan', 'nan', 'TO ', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'T ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'E ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'IN ', 'nan', 'nan', 'TO ', 'E ', 'D ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', nan, nan, nan, nan]",,
83936,139,[],,
83936,140,"['Unnamed: 10', 'G ']",,
83936,141,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 15', 'nan', 'HBSNVH ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'NES ', 'CT NMG X79 dn ', 'nan', 'nan', 'nan', 'nan', 'O0:E9:T0 97/t70 ', 'nan', 'nan', 'ILL ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'ILL 892 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'u ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'C ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Ot ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'OIL ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'OL GONVHO 60:21:00 97/t0 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Et9 SES 079 ', 'nan', 'nan', 'nan', 'nan', 'OIS 009 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'I8t 8t ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SLt 09t ', 'nan', 'nan', 'nan', 'nan', 'GET ', nan, nan, nan, nan, 'Set 17 OIt ']",,
83936,142,"['Unnamed: 12', 'GS9 ', 'G6t ', 'L Gtt ', 'EGE ', 'ItE ', 'OIS ', 'EL7 ', 'G6T ']",,
83936,143,"['Unnamed: 1', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'E 774 774 ', 'nan', 'F FE 776 ', 'nan', 'nan', 'nan', 'nan', nan]",,
83936,144,"['CATEGORY ', 'CUSTOMER SATISFACTION RATING (Please circle yes or no) ', 'Unnamed: 2', 'Survey Conducted Date ', 'The date the survey was conducted ', 'nan', 'Survey Interviewer ', 'The survey interviewer is the person who initiated the survey. ', 'nan', 'Customer Participation ', 'Did the customer partipcipate in this survey? (CY/N) ', 'nan', 'Customer Representative ', 'Enter the Customer representative name ', 'Borhon ', 'HSE ', 'Was our HSE performance satisfactory? CircleY or N ', 'nan', 'Equipment ', 'Were you satisfied with our Equipment? Circle( or N ', 'nan', 'Personnel ', 'Were you satisfied with our people? Circle (Y or N ', 'nan', 'Customer Comment ', nan, nan]",,
83936,145,"['TYPE OF JOB (Cementing or Non-Cementing): ', 'Cementing ', 'Select the job type (Cementing or Non-Cementing) TOTAL OPERATING TIME (hrs) ', 'Rig up/ Pumping/ Rig Down ', 'nan', 'HSE INCIDENT, ACCIDENT, INJURY: ', 'NO ', 'This should be recordable incidents only ', 'nan', ""WAS THE JOB DELIVERED CORRECTLY AS PERJOB DESIGN' "", 'YES ', 'This will be dictated by the customer ', 'nan', 'TOTAL TIME PUMPING (hrs) ', 'Total number of hours pumping fluid on this job ', 'nan', 'NON -PRODUCTIVE RIG TIME: ', 'As a result of Halliburton cementing PSL ', 'nan', ""NUMBER OF JSA'S PERFORMED: "", 'NUMBER OF UNPLANNED SHUTDOWNS (After starting to pump) ', 'TYPE OF RIG(CLASSIFICATION) JOB WAS PERFORMED ON: ', 'LAND ', 'REASON FOR UNPLANNED SHUTDOWNS (After starting to pump) ', nan]",,
83936,146,"['Unnamed: 0', 'Unnamed: 1', 'CEMENTIPUMPING ', 'JOB SUMMARY ', 'Unnamed: 4', 'Unnamed: 5', 'WELL ', 'LOCATION/FIELD NAME ', 'COUNTRY ', 'HES REP ', 'CUSTOMER REP ', 'WELL TYPE ', 'CAM136 ', 'Cam ', 'Australia ', 'Jordan Jujnovich ', 'Mohammad Borhan ', 'Gas Dev ', 'JOB TYPE ', 'BOD NUMBER ', 'JOB PURPOSE CODE ', 'nan', 'BDA ', 'RIG ', 'Surface Casing ', 'CEMENT SURFACE CASING 7521 ', nan, 'Brisbane ', 'Weatherford#7 ']",,
83936,147,"['DATE DAY-MTH-YR ', 'TIME HRS:MIN ', 'VOLUME (BBLS) ', 'PRESSURE (psi) HIGH ', 'RATE BPM ', 'JOB DESCRIPTION ', 'april 23-14 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Rig call at camp ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Mob from Waetherford camp ', 'nan', 'nan', 'nan', 'nan', 'Spot cement unit ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Spot cement bulker ', 'nan', 'nan', 'nan', 'nan', 'nan', 'offiload cement head ', 'nan', 'nan', 'nan', 'nan', 'PJSM ', 'april 24-14 ', 'nan', 'nan', 'nan', 'nan', 'rig up ', 'nan', 'Pump 5 bbl of water as a spacer ', 'nan', 'nan', 'nan', 'Pressure test line to 3000 psi ', 'nan', 'nan', 'Pump 5 bbl of water as a spacer ', 'nan', 'nan', 'nan', 'nan', 'Start mix cement at 15.6 ppg ', 'nan', 'Pump cement slurry ', 'nan', 'nan', 'nan', 'nan', 'Stop pumping ', 'nan', 'nan', 'nan', 'nan', 'Release top plug ', 'nan', 'Start dislacemnt ', 'nan', 'nan', 'nan', 'nan', 'Bump plug ', 'nan', 'nan', 'nan', 'Pressure test casing to 1500 psi ', 'nan', 'nan', 'nan', 'Bleed off pressure ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'End of job ', 'nan', 'nan', 'nan', 'nan', 'Rig down ', 'nan', 'nan', 'nan', 'nan', 'Paper work ', 'nan', 'nan', 'nan', 'nan', 'Drive back to camp ', nan, nan, nan, nan, nan, 'Cement at surface after 4 bbl into displacement ']",,
83936,148,"['PERSONNEL I EXPOSURE hrs ', 'PERSONNEL EXPOSURE hrs ']",,
83936,149,"['SAP# PUMPING/ MIXING HOURS ', 'SAP# BULK SUPPLYITANKS HOURS ', 'SAP# VEHICLES / TRAILERS HOURS ', 'SAP# OTHER EQUIPMENT HOURS ', 'nan', 'nan', nan]",,
83936,150,"['Unnamed: 0', 'Unnamed: 1', 'CEMENTIPUMPING ', 'JOB SUMMARY ', 'Unnamed: 4', 'Unnamed: 5', 'WELL ', 'LOCATION/FIELD NAME ', 'COUNTRY ', 'HES REP ', 'CUSTOMER REP ', 'WELL TYPE ', 'CAM136 ', 'Cam ', 'Australia ', 'Jordan Jujnovich ', 'Mohammad Borhan ', 'Gas Dev ', 'JOB TYPE ', 'BOD NUMBER ', 'JOB PURPOSE CODE ', 'nan', 'BDA ', 'RIG ', 'Surface Casing ', 'CEMENT SURFACE CASING ', 'Brisbane ', 'Weatherford#7 ']",,
