DocID,PageNum,LineNum,SectionPrefix,SectionText,SectionPage,Heading,TagMethod,LineText
70562,2,3,cyfra1 punkt , TENEMENT DETAILS ,cyfra1 ,,,cyfra1 punkt  TENEMENT DETAILS cyfra1 
70562,2,4,cyfra1 punkt cyfra2 , Introduction ,cyfra1 ,,,cyfra1 punkt cyfra2  Introduction cyfra1 
70562,2,5,cyfra1 punkt cyfra2 punkt cyfra3 , Location and Access ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Location and Access cyfra1 
70562,2,6,cyfra1 punkt cyfra2 punkt cyfra3 , 	Native Title ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  	Native Title cyfra1 
70562,2,7,cyfra1 punkt cyfra2 punkt cyfra3 , Restricted Areas ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Restricted Areas cyfra1 
70562,2,8,cyfra1 punkt , Historical Exploration & Geology ,cyfra1 ,,,cyfra1 punkt  Historical Exploration & Geology cyfra1 
70562,2,9,cyfra1 punkt cyfra2 , 	Regional Geology ,cyfra1 ,,,cyfra1 punkt cyfra2  	Regional Geology cyfra1 
70562,2,10,cyfra1 punkt cyfra2 punkt cyfra3 , Local Geology ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Local Geology cyfra1 
70562,2,11,cyfra1 punkt cyfra2 punkt cyfra3 , 	Historical Exploration ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  	Historical Exploration cyfra1 
70562,2,12,cyfra1 punkt , Exploration Rationale ,cyfra1 ,,,cyfra1 punkt  Exploration Rationale cyfra1 
70562,2,13,cyfra1 punkt cyfra2 , Exploration Program ,cyfra1 ,,,cyfra1 punkt cyfra2  Exploration Program cyfra1 
70562,2,14,cyfra1 punkt , CONCLUSION ,cyfra1 ,,,cyfra1 punkt  CONCLUSION cyfra1 
70562,2,15,cyfra1 punkt , REFERENCES ,cyfra1 ,,,cyfra1 punkt  REFERENCES cyfra1 
70562,2,16,,"Blackwood Corporation - EPC 1706 Warwick South, PARTIAL RELINQUISHMENT REPORT FEBRUARY 2011-2012 ",cyfra1 ,,,"Blackwood Corporation - EPC 1706 Warwick South, PARTIAL RELINQUISHMENT REPORT FEBRUARY 2011-2012 cyfra1 "
71225,3,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
71225,3,2,,Description 	Page,,,,Description 	Page
71225,3,3,cyfra1 punkt , 	Introduction ,cyfra1 ,,,cyfra1 punkt  	Introduction cyfra1 
71225,3,4,cyfra1 punkt , 	Tenure ,cyfra1 ,,,cyfra1 punkt  	Tenure cyfra1 
71225,3,5,cyfra1 punkt , 	Geology ,cyfra1 ,,,cyfra1 punkt  	Geology cyfra1 
71225,3,6,cyfra1 punkt , 	Exploration work completed during the period ,cyfra1 ,,,cyfra1 punkt  	Exploration work completed during the period cyfra1 
71225,3,7,cyfra1 punkt cyfra2 , 	Introduction ,cyfra1 ,,,cyfra1 punkt cyfra2  	Introduction cyfra1 
71225,3,8,cyfra1 punkt cyfra2 , 	Desktop Review ,cyfra1 ,,,cyfra1 punkt cyfra2  	Desktop Review cyfra1 
71225,3,9,cyfra1 punkt cyfra2 , 	Cultural Heritage Clearance ,cyfra1 ,,,cyfra1 punkt cyfra2  	Cultural Heritage Clearance cyfra1 
71225,3,10,cyfra1 punkt cyfra2 , 	Drilling ,cyfra1 ,,,cyfra1 punkt cyfra2  	Drilling cyfra1 
71225,3,11,cyfra1 punkt , 	Conclusion ,cyfra1 ,,,cyfra1 punkt  	Conclusion cyfra1 
71225,3,12,,List of Figures,,,,List of Figures
71225,3,13,,Figure 1. Tenement Location Map ,cyfra1 ,,,Figure 1. Tenement Location Map cyfra1 
71225,3,14,,Figure 2. Tenement and Drillhole Location Map ,cyfra1 ,,,Figure 2. Tenement and Drillhole Location Map cyfra1 
71225,3,15,,List of Tables,,,,List of Tables
71225,3,16,,Table 1. 	Tenement Details ,cyfra1 ,,,Table 1. 	Tenement Details cyfra1 
71225,3,17,,Table 2. 	Drillhole Details ,cyfra1 ,,,Table 2. 	Drillhole Details cyfra1 
71225,3,18,,Appendices,,,,Appendices
71225,3,19,,Appendix I 	Geological and Geochemical Results for ESD1101,,,,Appendix I 	Geological and Geochemical Results for ESD1101
71225,3,20,,iii,,,,iii
72087,3,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
72087,3,2,,Page,,,,Page
72087,3,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
72087,3,4,cyfra1 punkt , 	TENURE ,cyfra1 ,,,cyfra1 punkt  	TENURE cyfra1 
72087,3,5,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,,,cyfra1 punkt  	GEOLOGY cyfra1 
72087,3,6,cyfra1 punkt , 	EXPLORATION WORK COMPLETED and CONCLUSION ,cyfra1 ,,,cyfra1 punkt  	EXPLORATION WORK COMPLETED and CONCLUSION cyfra1 
72087,3,7,,List of Figures,,,,List of Figures
72087,3,8,,Page,,,,Page
72087,3,9,,Figure 1 	Tenement Location Map ,cyfra1 ,,,Figure 1 	Tenement Location Map cyfra1 
72087,3,10,,List of Tables,,,,List of Tables
72087,3,11,,Page,,,,Page
72087,3,12,,Table 1 	Tenement Details ,cyfra1 ,,,Table 1 	Tenement Details cyfra1 
72555,2,1,,EPC 1370 Annual Report,,,,EPC 1370 Annual Report
72555,2,2,,Table of Contents,,,,Table of Contents
72555,2,3,,Summary ,cyfra1 ,,,Summary cyfra1 
72555,2,4,,Tenure information ,cyfra1 ,,,Tenure information cyfra1 
72555,2,5,,Location ,cyfra1 ,,,Location cyfra1 
72555,2,6,,Access ,cyfra1 ,,,Access cyfra1 
72555,2,7,,Rationale ,cyfra1 ,,,Rationale cyfra1 
72555,2,8,,Geological Data - Regional Geology ,cyfra1 ,,,Geological Data - Regional Geology cyfra1 
72555,2,9,,Geological Data - Local Geology - EPC1375 ,cyfra1 ,,,Geological Data - Local Geology - EPC1375 cyfra1 
72555,2,10,,Work Completed ,cyfra1 ,,,Work Completed cyfra1 
72555,2,11,,Shallow Coal Potential ,cyfra1 ,,,Shallow Coal Potential cyfra1 
72555,2,12,,Conclusions - Recommendations ,cyfra1 ,,,Conclusions - Recommendations cyfra1 
72555,2,13,,Proposed Activities ,cyfra1 ,,,Proposed Activities cyfra1 
72555,2,14,,Statements ,cyfra1 ,,,Statements cyfra1 
72555,2,15,,Statement of Compliance ,cyfra1 ,,,Statement of Compliance cyfra1 
72555,2,16,,Copyright Statement ,cyfra1 ,,,Copyright Statement cyfra1 
72555,2,17,,Acknowledgement and Warranty ,cyfra1 ,,,Acknowledgement and Warranty cyfra1 
72555,2,18,,References ,cyfra1 ,,,References cyfra1 
72555,2,19,,Disclaimer ,cyfra1 ,,,Disclaimer cyfra1 
72555,2,20,,"Liberty Resources Ltd: Unit B3, 431 Roberts Rd, Subiaco, WA 6008",,,,"Liberty Resources Ltd: Unit B3, 431 Roberts Rd, Subiaco, WA 6008"
72555,2,21,,Telephone (08) 9287 4402 Facsimile: (08) 9388 3 8862,,,,Telephone (08) 9287 4402 Facsimile: (08) 9388 3 8862
72555,2,22,,www.libertyresources.com.au,,,,www.libertyresources.com.au
72764,2,1,,CST MINERALS LADY ANNIE EXPLORATION PTY LTD 	EPM 14424 ANNUAL REPORT,,,,CST MINERALS LADY ANNIE EXPLORATION PTY LTD 	EPM 14424 ANNUAL REPORT
72764,2,2,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
72764,2,3,,Contents,,,,Contents
72764,2,4,,SUMMARY ,cyfra1 ,,,SUMMARY cyfra1 
72764,2,5,,INTRODUCTION ,cyfra1 ,,,INTRODUCTION cyfra1 
72764,2,6,,LOCATION ,cyfra1 ,,,LOCATION cyfra1 
72764,2,7,,TENURE ,cyfra1 ,,,TENURE cyfra1 
72764,2,8,,GEOLOGICAL SETTING ,cyfra1 ,,,GEOLOGICAL SETTING cyfra1 
72764,2,9,,REVIEW OF PREVIOUS EXPLORATION ,cyfra1 ,,,REVIEW OF PREVIOUS EXPLORATION cyfra1 
72764,2,10,,EXPLORATION TARGETS ,cyfra1 ,,,EXPLORATION TARGETS cyfra1 
72764,2,11,,CST EXPLORATION ACTIVITIES 2010 ,cyfra1 ,,,CST EXPLORATION ACTIVITIES 2010 cyfra1 
72764,2,12,,EXPLORATION ACTIVITIES 2011-2012 ,cyfra1 ,,,EXPLORATION ACTIVITIES 2011-2012 cyfra1 
72764,2,13,,CONCLUSIONS ,cyfra1 ,,,CONCLUSIONS cyfra1 
72764,2,14,,FOLLOW UP ,cyfra1 ,,,FOLLOW UP cyfra1 
72764,2,15,,STATEMENT OF COMPLIANCE ,cyfra1 ,,,STATEMENT OF COMPLIANCE cyfra1 
72764,2,16,,LIST OF FIGURES,,,,LIST OF FIGURES
72764,2,17,,Figure 1 	EPM 14424 Location Overview,,,,Figure 1 	EPM 14424 Location Overview
72764,2,18,,Figure 2 	EPM 14424 Tenure Outline,,,,Figure 2 	EPM 14424 Tenure Outline
72764,2,19,,Figure 3 	Cross-section of McNamara Group and Overlying,,,,Figure 3 	Cross-section of McNamara Group and Overlying
72764,2,20,,Sediments,,,,Sediments
72764,2,21,,"Figure 4 	EPM 14424 Geology, Structure and Target Areas",,,,"Figure 4 	EPM 14424 Geology, Structure and Target Areas"
72764,2,22,,Figure 5 	2007 Soil Sampling Locations,,,,Figure 5 	2007 Soil Sampling Locations
72764,2,23,,Figure 6 	2007 Soil Sampling - Copper Results,,,,Figure 6 	2007 Soil Sampling - Copper Results
72764,2,24,,Figure 7 	2007 Soil Sampling - Zinc Results,,,,Figure 7 	2007 Soil Sampling - Zinc Results
72764,2,25,,Figure 8 	2007 Copper soil sampling results and rock chip samples,,,,Figure 8 	2007 Copper soil sampling results and rock chip samples
72764,2,26,,Figure 9 	2010 soil survey (squares) showing 2008 soil Cu results,,,,Figure 9 	2010 soil survey (squares) showing 2008 soil Cu results
72764,2,27,,and broad geology,,,,and broad geology
72764,2,28,,Figure 10 	2010 soil survey Cu results and broad geology,,,,Figure 10 	2010 soil survey Cu results and broad geology
72764,2,29,,Figure 11 	2010 soil survey Zn results and broad geology,,,,Figure 11 	2010 soil survey Zn results and broad geology
72764,2,30,,July 2012 	Page 2,,,,July 2012 	Page 2
74718,3,1,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
74718,3,2,cyfra1 punkt , INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  INTRODUCTION cyfra1 
74718,3,3,cyfra1 punkt , TENURE ,cyfra1 ,1.0,legacy,cyfra1 punkt  TENURE cyfra1 
74718,3,4,cyfra1 punkt , GEOLOGY ,cyfra1 ,1.0,legacy,cyfra1 punkt  GEOLOGY cyfra1 
74718,3,5,cyfra1 punkt , EXPLORATION WORK COMPLETED ,cyfra1 ,1.0,legacy,cyfra1 punkt  EXPLORATION WORK COMPLETED cyfra1 
74718,3,6,,Summary of Work Completed ,cyfra1 ,2.0,legacy,Summary of Work Completed cyfra1 
74718,3,7,cyfra1 punkt cyfra2 , GEOPHYSICS ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  GEOPHYSICS cyfra1 
74718,3,8,cyfra1 punkt cyfra2 punkt cyfra3 , Airborne Magnetic/Radiometric Surveys ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2 punkt cyfra3  Airborne Magnetic/Radiometric Surveys cyfra1 
74718,3,9,cyfra1 punkt cyfra2 punkt cyfra3 , 25 Hz GEOTEM Survey ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2 punkt cyfra3  25 Hz GEOTEM Survey cyfra1 
74718,3,10,cyfra1 punkt cyfra2 punkt cyfra3 , Ground Magnetic Surveys ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2 punkt cyfra3  Ground Magnetic Surveys cyfra1 
74718,3,11,cyfra1 punkt cyfra2 punkt cyfra3 , Gravity Surveys ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2 punkt cyfra3  Gravity Surveys cyfra1 
74718,3,12,cyfra1 punkt cyfra2 , Drilling ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  Drilling cyfra1 
74718,3,13,cyfra1 punkt , CONCLUSIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  CONCLUSIONS cyfra1 
74718,3,14,,List of Figures,,0.0,legacy,List of Figures
74718,3,15,,Figure 1: Sub-blocks relinquished for EPM 6788 ,cyfra1 ,0.0,legacy,Figure 1: Sub-blocks relinquished for EPM 6788 cyfra1 
74718,3,16,,Figure 2 Geophyiscal surveys for relinquished sub-blocks ,cyfra1 ,0.0,legacy,Figure 2 Geophyiscal surveys for relinquished sub-blocks cyfra1 
74718,3,17,,List of Tables,,0.0,legacy,List of Tables
74718,3,18,,Table 1 Tenement Details ,cyfra1 ,0.0,legacy,Table 1 Tenement Details cyfra1 
74718,3,19,,Table 2 Sub blocks to be relinquished 18 in total ,cyfra1 ,0.0,legacy,Table 2 Sub blocks to be relinquished 18 in total cyfra1 
74718,3,20,,Table 3 Lithostratigraphic and geophysical comparison between the Soldiers Cap group and,,0.0,legacy,Table 3 Lithostratigraphic and geophysical comparison between the Soldiers Cap group and
74718,3,21,,Fullarton River Group ,cyfra1 ,0.0,legacy,Fullarton River Group cyfra1 
74718,3,22,,Table 4 Summary of Gravity Surveys ,cyfra1 ,0.0,legacy,Table 4 Summary of Gravity Surveys cyfra1 
74718,3,23,,Table 5 Drill hole details for all drilling conducted on the relinquished sub-blocks EPM6788 11,,0.0,legacy,Table 5 Drill hole details for all drilling conducted on the relinquished sub-blocks EPM6788 11
74718,3,24,,List of Appendices,,0.0,legacy,List of Appendices
74718,3,25,,Appendix A: Geochemical Results,,0.0,legacy,Appendix A: Geochemical Results
74718,3,26,,Appendix B: Geological Logs,,0.0,legacy,Appendix B: Geological Logs
74760,2,1,,Table of Contents,,,,Table of Contents
74760,2,2,,DAA 13 ,cyfra1 ,,,DAA 13 cyfra1 
74760,2,3,,END OF AUTHORITY REPORT ,cyfra1 ,,,END OF AUTHORITY REPORT cyfra1 
74760,2,4,cyfra1 , November 2011 - 31 October 2012 ,cyfra1 ,,,cyfra1  November 2011 - 31 October 2012 cyfra1 
74760,2,5,,DAA Information ,cyfra1 ,,,DAA Information cyfra1 
74760,2,6,,Section 22A (a) ,cyfra1 ,,,Section 22A (a) cyfra1 
74760,2,7,,Section 22A (b) ,cyfra1 ,,,Section 22A (b) cyfra1 
75015,2,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
75015,2,2,,Page,,,,Page
75015,2,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
75015,2,4,cyfra1 punkt cyfra2 , 	Location and Access ,cyfra1 ,,,cyfra1 punkt cyfra2  	Location and Access cyfra1 
75015,2,5,cyfra1 punkt cyfra2 , 	Exploration Rationale ,cyfra1 ,,,cyfra1 punkt cyfra2  	Exploration Rationale cyfra1 
75015,2,6,cyfra1 punkt , 	TENURE DETAILS ,cyfra1 ,,,cyfra1 punkt  	TENURE DETAILS cyfra1 
75015,2,7,cyfra1 punkt , 	PREVIOUS WORK ,cyfra1 ,,,cyfra1 punkt  	PREVIOUS WORK cyfra1 
75015,2,8,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,,,cyfra1 punkt  	GEOLOGY cyfra1 
75015,2,9,cyfra1 punkt , 	WORK COMPLETED DURING THE REPORING PERIOD ,cyfra1 ,,,cyfra1 punkt  	WORK COMPLETED DURING THE REPORING PERIOD cyfra1 
75015,2,10,cyfra1 punkt , 	RECOMMENDATIONS ,cyfra1 ,,,cyfra1 punkt  	RECOMMENDATIONS cyfra1 
75015,2,11,,TABLE OF FIGURES,,,,TABLE OF FIGURES
75015,2,12,,Figure 1 Location Map - Texas Project Tenements ,cyfra1 ,,,Figure 1 Location Map - Texas Project Tenements cyfra1 
75015,2,13,,Figure 2 Geology of EPM 18191 ,cyfra1 ,,,Figure 2 Geology of EPM 18191 cyfra1 
75015,2,14,,Figure 3 Historical Gold Workings on Geology Structure Map ,cyfra1 ,,,Figure 3 Historical Gold Workings on Geology Structure Map cyfra1 
75015,2,15,,Figure 4 Historical Stream Sediment Results ,cyfra1 ,,,Figure 4 Historical Stream Sediment Results cyfra1 
75015,2,16,,Figure 5 Stream Sediment Sample Locations ,cyfra1 ,,,Figure 5 Stream Sediment Sample Locations cyfra1 
75015,2,17,,Figure 6 Stream Sediment Sample Results (gold ppm) ,cyfra1 ,,,Figure 6 Stream Sediment Sample Results (gold ppm) cyfra1 
75015,2,18,,Figure 7 Stream Sediment Sample Results (arsenic ppm) ,cyfra1 ,,,Figure 7 Stream Sediment Sample Results (arsenic ppm) cyfra1 
75015,2,19,,APPENDIX 1,,,,APPENDIX 1
75015,2,20,,Stream Sediment Sample Results,,,,Stream Sediment Sample Results
75082,2,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
75082,2,2,,Page,,,,Page
75082,2,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
75082,2,4,cyfra1 punkt cyfra2 , 	Location and Access ,cyfra1 ,,,cyfra1 punkt cyfra2  	Location and Access cyfra1 
75082,2,5,cyfra1 punkt cyfra2 , 	Exploration Rationale ,cyfra1 ,,,cyfra1 punkt cyfra2  	Exploration Rationale cyfra1 
75082,2,6,cyfra1 punkt , 	TENURE DETAILS ,cyfra1 ,,,cyfra1 punkt  	TENURE DETAILS cyfra1 
75082,2,7,cyfra1 punkt , 	PREVIOUS WORK ,cyfra1 ,,,cyfra1 punkt  	PREVIOUS WORK cyfra1 
75082,2,8,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,,,cyfra1 punkt  	GEOLOGY cyfra1 
75082,2,9,cyfra1 punkt , 	WORK COMPLETED DURING THE REPORING PERIOD ,cyfra1 ,,,cyfra1 punkt  	WORK COMPLETED DURING THE REPORING PERIOD cyfra1 
75082,2,10,cyfra1 punkt , 	RECOMMENDATIONS ,cyfra1 ,,,cyfra1 punkt  	RECOMMENDATIONS cyfra1 
75082,2,11,,TABLE OF FIGURES,,,,TABLE OF FIGURES
75082,2,12,,Figure 1 Location Map - Texas Project Tenements,,,,Figure 1 Location Map - Texas Project Tenements
75082,2,13,,Figure 2 Historical sampling with results for gold on EPM 18192,,,,Figure 2 Historical sampling with results for gold on EPM 18192
75082,2,14,,Figure 3 Regional historic stream sediment sampling locations,,,,Figure 3 Regional historic stream sediment sampling locations
75082,2,15,,Figure 4 Geology of EPM 18192 with historical workings,,,,Figure 4 Geology of EPM 18192 with historical workings
75082,2,16,,Figure 5 Stream Sediment Samples with Results for gold ppm,,,,Figure 5 Stream Sediment Samples with Results for gold ppm
75082,2,17,,APPENDIX 1,,,,APPENDIX 1
75082,2,18,,Stream Sediment Sample Results,,,,Stream Sediment Sample Results
75738,2,1,,CONTENTS:,,,,CONTENTS:
75738,2,2,,page,,,,page
75738,2,3,cyfra1 punkt , Introduction ,cyfra1 ,,,cyfra1 punkt  Introduction cyfra1 
75738,2,4,cyfra1 punkt , Sub blocks ,cyfra1 ,,,cyfra1 punkt  Sub blocks cyfra1 
75738,2,5,cyfra1 punkt , Geology ,cyfra1 ,,,cyfra1 punkt  Geology cyfra1 
75738,2,6,cyfra1 punkt , Summary of Historical Exploration at Glen Isla ,cyfra1 ,,,cyfra1 punkt  Summary of Historical Exploration at Glen Isla cyfra1 
75738,2,7,cyfra1 punkt , Desktop Research ,cyfra1 ,,,cyfra1 punkt  Desktop Research cyfra1 
75738,2,8,cyfra1 punkt , Exploration by Bowen Energy ,cyfra1 ,,,cyfra1 punkt  Exploration by Bowen Energy cyfra1 
75738,2,9,cyfra1 punkt , Drillhole summary data ,cyfra1 ,,,cyfra1 punkt  Drillhole summary data cyfra1 
75738,2,10,cyfra1 punkt , Results ,cyfra1 ,,,cyfra1 punkt  Results cyfra1 
75738,2,11,cyfra1 punkt , Rehabilitation Work ,cyfra1 ,,,cyfra1 punkt  Rehabilitation Work cyfra1 
75738,2,12,cyfra1 punkt , References ,cyfra1 ,,,cyfra1 punkt  References cyfra1 
75738,2,13,,List of Tables,,,,List of Tables
75738,2,14,,Table 1 ,cyfra1 ,,,Table 1 cyfra1 
75738,2,15,,Table 2 ,cyfra1 ,,,Table 2 cyfra1 
76605,2,1,,SUMMARY,,,,SUMMARY
76605,2,2,,"EPM 16314 was lodged 05/04/2007 by John Kingsley, and was granted for",,,,"EPM 16314 was lodged 05/04/2007 by John Kingsley, and was granted for"
76605,2,3,,five years from 10/09/2008.,,,,five years from 10/09/2008.
76605,2,4,,"Year three exploration included field exploration, sampling and metal",,,,"Year three exploration included field exploration, sampling and metal"
76605,2,5,,detecting. The Rock chip sample locations were overlayed on the EPM map to help,,,,detecting. The Rock chip sample locations were overlayed on the EPM map to help
76605,2,6,,re-interpret some of the mapping. Past geological mapping was accessed and Mapinfo,,,,re-interpret some of the mapping. Past geological mapping was accessed and Mapinfo
76605,2,7,,used to produce a Geological map of EPM 16314(See Appendices 4 and 5). Twenty,,,,used to produce a Geological map of EPM 16314(See Appendices 4 and 5). Twenty
76605,2,8,,four rock chip samples were assayed and the results included in Appendix 3.,,,,four rock chip samples were assayed and the results included in Appendix 3.
76605,2,9,,CONTENTS,,,,CONTENTS
76605,2,10,,Page,,,,Page
76605,2,11,cyfra1 punkt , Summary ,cyfra1 ,,,cyfra1 punkt  Summary cyfra1 
76605,2,12,cyfra1 punkt , Contents ,cyfra1 ,,,cyfra1 punkt  Contents cyfra1 
76605,2,13,cyfra1 punkt , Introduction ,cyfra1 ,,,cyfra1 punkt  Introduction cyfra1 
76605,2,14,cyfra1 punkt , Tenure ,cyfra1 ,,,cyfra1 punkt  Tenure cyfra1 
76605,2,15,cyfra1 punkt , Location and Access ,cyfra1 ,,,cyfra1 punkt  Location and Access cyfra1 
76605,2,16,cyfra1 punkt , Mineralisation ,cyfra1 ,,,cyfra1 punkt  Mineralisation cyfra1 
76605,2,17,cyfra1 punkt , Previous Work ,cyfra1 ,,,cyfra1 punkt  Previous Work cyfra1 
76605,2,18,cyfra1 punkt , Location Map for EPM 16314 ,cyfra1 ,,,cyfra1 punkt  Location Map for EPM 16314 cyfra1 
76605,2,19,cyfra1 punkt , Geological Interpretation ,cyfra1 ,,,cyfra1 punkt  Geological Interpretation cyfra1 
76605,2,20,cyfra1 punkt , Work by Current Tenure Holder ,cyfra1 ,,,cyfra1 punkt  Work by Current Tenure Holder cyfra1 
76605,2,21,cyfra1 punkt , Proposed Exploration for 2011/12 ,cyfra1 ,,,cyfra1 punkt  Proposed Exploration for 2011/12 cyfra1 
76605,2,22,cyfra1 punkt , Map for EPM 16314 with Sample Locations ,cyfra1 ,,,cyfra1 punkt  Map for EPM 16314 with Sample Locations cyfra1 
76605,2,23,cyfra1 punkt , Conclusions and Recommendation ,cyfra1 ,,,cyfra1 punkt  Conclusions and Recommendation cyfra1 
76605,2,24,cyfra1 punkt , References ,cyfra1 ,,,cyfra1 punkt  References cyfra1 
76605,2,25,cyfra1 punkt , Appendix 1: Past EPMs & Company Reports ,cyfra1 ,,,cyfra1 punkt  Appendix 1: Past EPMs & Company Reports cyfra1 
76605,2,26,cyfra1 punkt , Appendix 2: Sample Ledger ,cyfra1 ,,,cyfra1 punkt  Appendix 2: Sample Ledger cyfra1 
76605,2,27,cyfra1 punkt , Appendix 3: Assay Results ,cyfra1 ,,,cyfra1 punkt  Appendix 3: Assay Results cyfra1 
76605,2,28,cyfra1 punkt , Appendix 4: EPM 16314 Geological Map ,cyfra1 ,,,cyfra1 punkt  Appendix 4: EPM 16314 Geological Map cyfra1 
76605,2,29,cyfra1 punkt , Appendix 5: Geological Map Legend ,cyfra1 ,,,cyfra1 punkt  Appendix 5: Geological Map Legend cyfra1 
76890,2,1,,Table of Contents,,,,Table of Contents
76890,2,2,cyfra1 punkt , 	Summary ,cyfra1 ,,,cyfra1 punkt  	Summary cyfra1 
76890,2,3,cyfra1 punkt , 	Introduction ,cyfra1 ,,,cyfra1 punkt  	Introduction cyfra1 
76890,2,4,cyfra1 punkt cyfra2 , 	Location and Access ,cyfra1 ,,,cyfra1 punkt cyfra2  	Location and Access cyfra1 
76890,2,5,cyfra1 punkt cyfra2 ," 	Climate, Vegetation & Topography ",cyfra1 ,,,"cyfra1 punkt cyfra2  	Climate, Vegetation & Topography cyfra1 "
76890,2,6,cyfra1 punkt cyfra2 , 	Relevant Maps ,cyfra1 ,,,cyfra1 punkt cyfra2  	Relevant Maps cyfra1 
76890,2,7,cyfra1 punkt , 	Geology ,cyfra1 ,,,cyfra1 punkt  	Geology cyfra1 
76890,2,8,cyfra1 punkt , 	Work Completed on EPM 18357 ,cyfra1 ,,,cyfra1 punkt  	Work Completed on EPM 18357 cyfra1 
76890,2,9,cyfra1 punkt , 	Conclusions & Recommendations ,cyfra1 ,,,cyfra1 punkt  	Conclusions & Recommendations cyfra1 
76890,2,10,cyfra1 punkt , 	References ,cyfra1 ,,,cyfra1 punkt  	References cyfra1 
76890,2,11,,"SCOTT, Walter EPM 18357 	Page 2",,,,"SCOTT, Walter EPM 18357 	Page 2"
77000,2,1,,Table of Contents,,,,Table of Contents
77000,2,2,cyfra1 punkt , Summary,,,,cyfra1 punkt  Summary
77000,2,3,cyfra1 punkt , Introduction,,,,cyfra1 punkt  Introduction
77000,2,4,cyfra1 punkt , Previous Exploration & References,,,,cyfra1 punkt  Previous Exploration & References
77000,2,5,cyfra1 punkt , Regional and Prospect Geology,,,,cyfra1 punkt  Regional and Prospect Geology
77000,2,6,cyfra1 punkt , Exploration to 28th October 2011,,,,cyfra1 punkt  Exploration to 28th October 2011
77000,2,7,cyfra1 punkt , Exploration to 28th October 2012,,,,cyfra1 punkt  Exploration to 28th October 2012
77000,2,8,cyfra1 punkt , Conclusion and Further Work,,,,cyfra1 punkt  Conclusion and Further Work
77000,2,9,,List of Figures,,,,List of Figures
77000,2,10,,Figure 1. 	Location map.,,,,Figure 1. 	Location map.
77000,2,11,,Figure 2. 	Location of known historic prospects on Qld geology and RTP,,,,Figure 2. 	Location of known historic prospects on Qld geology and RTP
77000,2,12,,magnetic image.,,,,magnetic image.
77000,2,13,,Figure 3. 	Queensland Geological Framework.,,,,Figure 3. 	Queensland Geological Framework.
77000,2,14,,Figure 4. 	RTP magnetic image with anomalies modelled by Geodiscovery.,,,,Figure 4. 	RTP magnetic image with anomalies modelled by Geodiscovery.
77000,2,15,,Figure 5. 	Stream sediment sample locations and results for gold ppm,,,,Figure 5. 	Stream sediment sample locations and results for gold ppm
77000,2,16,,Figure 6. 	Stream sediment sample locations and results for copper ppm,,,,Figure 6. 	Stream sediment sample locations and results for copper ppm
77000,2,17,,Figure 7. 	Stream sediment sample locations and results for silver ppm,,,,Figure 7. 	Stream sediment sample locations and results for silver ppm
77000,2,18,,Figure 8. 	Soil sample locations and results for gold ppm,,,,Figure 8. 	Soil sample locations and results for gold ppm
77000,2,19,,Figure 9. 	Soil sample locations and results for copper ppm,,,,Figure 9. 	Soil sample locations and results for copper ppm
77000,2,20,,Figure 10. 	Soil sample locations and results for silver ppm,,,,Figure 10. 	Soil sample locations and results for silver ppm
77000,2,21,,Figure 11. 	Soil sample locations with prospects and rock-chip results for silver ppm,,,,Figure 11. 	Soil sample locations with prospects and rock-chip results for silver ppm
77000,2,22,,Figure 12. 	Contoured soil sample results at Red Mountain Prospect,,,,Figure 12. 	Contoured soil sample results at Red Mountain Prospect
77000,2,23,,Figure 13. 	Contoured soil sample results at Rossmore Prospect,,,,Figure 13. 	Contoured soil sample results at Rossmore Prospect
77000,2,24,,Appendices,,,,Appendices
