DocID,PageNum,LineNum,Text,SectionPrefix,SectionText,SectionPage,ProcessedText,Heading,TagMethod
67792,3,2,Page,,Page,,Page,0,legacy
67792,3,3,1. 	INTRODUCTION 	1,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,legacy
67792,3,4,2. 	TENURE 	1,cyfra1 punkt , 	TENURE ,cyfra1 ,cyfra1 punkt  	TENURE cyfra1 ,1,legacy
67792,3,5,3. 	GEOLOGY 	1,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,cyfra1 punkt  	GEOLOGY cyfra1 ,1,legacy
67792,3,6,4. 	EXPLORATION WORK COMPLETED 	3,cyfra1 punkt , 	EXPLORATION WORK COMPLETED ,cyfra1 ,cyfra1 punkt  	EXPLORATION WORK COMPLETED cyfra1 ,1,legacy
67792,3,7,4.1 	Cultural Heritage Clearance 	3,cyfra1 punkt cyfra2 , 	Cultural Heritage Clearance ,cyfra1 ,cyfra1 punkt cyfra2  	Cultural Heritage Clearance cyfra1 ,2,legacy
67792,3,8,4.2. 	Drilling 	3,cyfra1 punkt cyfra2 punkt , 	Drilling ,cyfra1 ,cyfra1 punkt cyfra2 punkt  	Drilling cyfra1 ,2,legacy
67792,3,9,4.3. 	Geochemical Sampling 	6,cyfra1 punkt cyfra2 punkt , 	Geochemical Sampling ,cyfra1 ,cyfra1 punkt cyfra2 punkt  	Geochemical Sampling cyfra1 ,2,legacy
67792,3,10,5. 	CONCLUSIONS 	6,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS cyfra1 ,1,legacy
67792,3,11,List of Figures,,List of Figures,,List of Figures,0,legacy
67792,3,12,Page,,Page,,Page,0,legacy
67792,3,13,Figure 1 	Tenement Location Map 	2,,Figure 1 	Tenement Location Map ,cyfra1 ,Figure 1 	Tenement Location Map cyfra1 ,0,legacy
67792,3,14,Figure 2 	Drill Hole Location Map 	4,,Figure 2 	Drill Hole Location Map ,cyfra1 ,Figure 2 	Drill Hole Location Map cyfra1 ,0,legacy
67792,3,15,Figure 3 	Geophysical Modelling of Beenfield Target 	5,,Figure 3 	Geophysical Modelling of Beenfield Target ,cyfra1 ,Figure 3 	Geophysical Modelling of Beenfield Target cyfra1 ,0,legacy
67792,3,16,List of Tables,,List of Tables,,List of Tables,0,legacy
67792,3,17,Page,,Page,,Page,0,legacy
67792,3,18,Table 1 	Tenement Details 	1,,Table 1 	Tenement Details ,cyfra1 ,Table 1 	Tenement Details cyfra1 ,0,legacy
67792,3,19,Table 2 	Drill Hole Details 	3,,Table 2 	Drill Hole Details ,cyfra1 ,Table 2 	Drill Hole Details cyfra1 ,0,legacy
67792,3,20,List of Appendices,,List of Appendices,,List of Appendices,0,legacy
67792,3,21,Appendix 1 	Drill Hole Details and Geology Logs,,Appendix 1 	Drill Hole Details and Geology Logs,,Appendix 1 	Drill Hole Details and Geology Logs,0,legacy
67792,3,22,Appendix 2 	Drill Hole Geochemical Assay Data,,Appendix 2 	Drill Hole Geochemical Assay Data,,Appendix 2 	Drill Hole Geochemical Assay Data,0,legacy
68677,2,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
68677,2,2,TABLE OF CONTENTS 	2,,TABLE OF CONTENTS ,cyfra1 ,TABLE OF CONTENTS cyfra1 ,0,auto
68677,2,3,LIST OF FIGURES 	2,,LIST OF FIGURES ,cyfra1 ,LIST OF FIGURES cyfra1 ,0,auto
68677,2,4,1 WELL DATA CARD 	3,cyfra1 , WELL DATA CARD ,cyfra1 ,cyfra1  WELL DATA CARD cyfra1 ,2,auto
68677,2,5,2 	DRILLING AND COMPLETION SUMMARY 	4,cyfra1 , 	DRILLING AND COMPLETION SUMMARY ,cyfra1 ,cyfra1  	DRILLING AND COMPLETION SUMMARY cyfra1 ,1,auto
68677,2,6,3 	LOCATION MAPS 	5,cyfra1 , 	LOCATION MAPS ,cyfra1 ,cyfra1  	LOCATION MAPS cyfra1 ,0,auto
68677,2,7,4 	POSITION OF SIGNIFIGANT INTERSECTIONS 	6,cyfra1 , 	POSITION OF SIGNIFIGANT INTERSECTIONS ,cyfra1 ,cyfra1  	POSITION OF SIGNIFIGANT INTERSECTIONS cyfra1 ,1,auto
68677,2,8,4.1 	COAL SEAMS 	6,cyfra1 punkt cyfra2 , 	COAL SEAMS ,cyfra1 ,cyfra1 punkt cyfra2  	COAL SEAMS cyfra1 ,2,auto
68677,2,9,4.2 	NATURAL UNDERGROUND RESERVIORS 	7,cyfra1 punkt cyfra2 , 	NATURAL UNDERGROUND RESERVIORS ,cyfra1 ,cyfra1 punkt cyfra2  	NATURAL UNDERGROUND RESERVIORS cyfra1 ,2,auto
68677,2,10,4.3 AQUIFERS 	7,cyfra1 punkt cyfra2 , AQUIFERS ,cyfra1 ,cyfra1 punkt cyfra2  AQUIFERS cyfra1 ,2,auto
68677,2,11,5 	DOWNHOLE EQUIPMENT DETAILS 	7,cyfra1 , 	DOWNHOLE EQUIPMENT DETAILS ,cyfra1 ,cyfra1  	DOWNHOLE EQUIPMENT DETAILS cyfra1 ,0,auto
68677,2,12,5.1 	HOLE SIZE 	7,cyfra1 punkt cyfra2 , 	HOLE SIZE ,cyfra1 ,cyfra1 punkt cyfra2  	HOLE SIZE cyfra1 ,2,auto
68677,2,13,5.2 CASING 	7,cyfra1 punkt cyfra2 , CASING ,cyfra1 ,cyfra1 punkt cyfra2  CASING cyfra1 ,2,auto
68677,2,14,5.3 	ADDITIONAL EQUIPMENT AND HAZARDS 	8,cyfra1 punkt cyfra2 , 	ADDITIONAL EQUIPMENT AND HAZARDS ,cyfra1 ,cyfra1 punkt cyfra2  	ADDITIONAL EQUIPMENT AND HAZARDS cyfra1 ,2,auto
68677,2,15,5.4 	WELL DESIGN DIAGRAM 	9,cyfra1 punkt cyfra2 , 	WELL DESIGN DIAGRAM ,cyfra1 ,cyfra1 punkt cyfra2  	WELL DESIGN DIAGRAM cyfra1 ,2,auto
68677,2,16,5.5 	CEMENT CASING ANNULUS 	10,cyfra1 punkt cyfra2 , 	CEMENT CASING ANNULUS ,cyfra1 ,cyfra1 punkt cyfra2  	CEMENT CASING ANNULUS cyfra1 ,2,auto
68677,2,17,5.6 	CEMENT PLUG DETAILS 	10,cyfra1 punkt cyfra2 , 	CEMENT PLUG DETAILS ,cyfra1 ,cyfra1 punkt cyfra2  	CEMENT PLUG DETAILS cyfra1 ,2,auto
68677,2,18,5.7 	CEMENT LOSSES/COMPLICATIONS 	11,cyfra1 punkt cyfra2 , 	CEMENT LOSSES/COMPLICATIONS ,cyfra1 ,cyfra1 punkt cyfra2  	CEMENT LOSSES/COMPLICATIONS cyfra1 ,2,auto
68677,2,19,6 	PERFORATION / SLOTTING DETAILS 	11,cyfra1 , 	PERFORATION / SLOTTING DETAILS ,cyfra1 ,cyfra1  	PERFORATION / SLOTTING DETAILS cyfra1 ,1,auto
68677,2,20,7 	DETAILS OF STIMULATION 	11,cyfra1 , 	DETAILS OF STIMULATION ,cyfra1 ,cyfra1  	DETAILS OF STIMULATION cyfra1 ,0,auto
68677,2,21,LIST OF FIGURES,,LIST OF FIGURES,,LIST OF FIGURES,0,auto
68677,2,22,Figure 1: Map showing location of Dundee-1 	5,,Figure 1: Map showing location of Dundee-1 ,cyfra1 ,Figure 1: Map showing location of Dundee-1 cyfra1 ,0,auto
68677,2,23,Figure 2: Well design diagram 	9,,Figure 2: Well design diagram ,cyfra1 ,Figure 2: Well design diagram cyfra1 ,0,auto
68677,2,24,targetzero 	STATUS: IFU 	REV: 0 	Doc Owner: GM Exploration,,targetzero 	STATUS: IFU 	REV: 0 	Doc Owner: GM Exploration,,targetzero 	STATUS: IFU 	REV: 0 	Doc Owner: GM Exploration,1,auto
68677,2,25,zero incidents 	zero injuries 	This document is UNCONTROLLED when printed,,zero incidents 	zero injuries 	This document is UNCONTROLLED when printed,,zero incidents 	zero injuries 	This document is UNCONTROLLED when printed,0,auto
68861,3,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,legacy
68861,3,2,Page,,Page,,Page,0,legacy
68861,3,3,1. 	INTRODUCTION 	1,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,legacy
68861,3,4,2. 	TENURE 	1,cyfra1 punkt , 	TENURE ,cyfra1 ,cyfra1 punkt  	TENURE cyfra1 ,1,legacy
68861,3,5,3. 	GEOLOGY 	1,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,cyfra1 punkt  	GEOLOGY cyfra1 ,1,legacy
68861,3,6,4. 	EXPLORATION WORK COMPLETED 	3,cyfra1 punkt , 	EXPLORATION WORK COMPLETED ,cyfra1 ,cyfra1 punkt  	EXPLORATION WORK COMPLETED cyfra1 ,1,legacy
68861,3,7,5. 	CONCLUSIONS 	3,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS cyfra1 ,1,legacy
68861,3,8,List of Figures,,List of Figures,,List of Figures,0,legacy
68861,3,9,Figure 1 	Location Map 	2,,Figure 1 	Location Map ,cyfra1 ,Figure 1 	Location Map cyfra1 ,0,legacy
68861,3,10,List of Tables,,List of Tables,,List of Tables,0,legacy
68861,3,11,Page,,Page,,Page,0,legacy
68861,3,12,Table 1 	Tenement Details 	1,,Table 1 	Tenement Details ,cyfra1 ,Table 1 	Tenement Details cyfra1 ,0,legacy
68876,2,1,"Matilda Coal Pty Ltd - EPC1509, Partial Relinquishment Report November 2011",,"Matilda Coal Pty Ltd - EPC1509, Partial Relinquishment Report November 2011",,"Matilda Coal Pty Ltd - EPC1509, Partial Relinquishment Report November 2011",0,auto
68876,2,2,Table of Contents,,Table of Contents,,Table of Contents,0,auto
68876,2,3,1. 	SUMMARY 	3,cyfra1 punkt , 	SUMMARY ,cyfra1 ,cyfra1 punkt  	SUMMARY cyfra1 ,1,auto
68876,2,4,2. 	TENEMENT DETAILS 	3,cyfra1 punkt , 	TENEMENT DETAILS ,cyfra1 ,cyfra1 punkt  	TENEMENT DETAILS cyfra1 ,1,auto
68876,2,5,2.1 	Introduction 	3,cyfra1 punkt cyfra2 , 	Introduction ,cyfra1 ,cyfra1 punkt cyfra2  	Introduction cyfra1 ,2,auto
68876,2,6,2.2 	Location and Access 	3,cyfra1 punkt cyfra2 , 	Location and Access ,cyfra1 ,cyfra1 punkt cyfra2  	Location and Access cyfra1 ,2,auto
68876,2,7,2.3 	Native Title 	3,cyfra1 punkt cyfra2 , 	Native Title ,cyfra1 ,cyfra1 punkt cyfra2  	Native Title cyfra1 ,2,auto
68876,2,8,2.4 	Constrained Areas 	4,cyfra1 punkt cyfra2 , 	Constrained Areas ,cyfra1 ,cyfra1 punkt cyfra2  	Constrained Areas cyfra1 ,2,auto
68876,2,9,2.5 	Sterile Land 	4,cyfra1 punkt cyfra2 , 	Sterile Land ,cyfra1 ,cyfra1 punkt cyfra2  	Sterile Land cyfra1 ,2,auto
68876,2,10,3.0 	Historical Exploration & Geology 	5,cyfra1 punkt , 	Historical Exploration & Geology ,cyfra1 ,cyfra1 punkt  	Historical Exploration & Geology cyfra1 ,1,auto
68876,2,11,3.1 	Regional Geology 	5,cyfra1 punkt cyfra2 , 	Regional Geology ,cyfra1 ,cyfra1 punkt cyfra2  	Regional Geology cyfra1 ,2,auto
68876,2,12,3.2 	Loca Geology 	6,cyfra1 punkt cyfra2 , 	Loca Geology ,cyfra1 ,cyfra1 punkt cyfra2  	Loca Geology cyfra1 ,2,auto
68876,2,13,3.3 	Historica Exploration 	7,cyfra1 punkt cyfra2 , 	Historica Exploration ,cyfra1 ,cyfra1 punkt cyfra2  	Historica Exploration cyfra1 ,2,auto
68876,2,14,4.0 	Exploration Rationale 	7,cyfra1 punkt , 	Exploration Rationale ,cyfra1 ,cyfra1 punkt  	Exploration Rationale cyfra1 ,1,auto
68876,2,15,4.1 	Exploration Program 	8,cyfra1 punkt cyfra2 , 	Exploration Program ,cyfra1 ,cyfra1 punkt cyfra2  	Exploration Program cyfra1 ,2,auto
68876,2,16,5.0 	CONCLUSION 	9,cyfra1 punkt , 	CONCLUSION ,cyfra1 ,cyfra1 punkt  	CONCLUSION cyfra1 ,1,auto
68876,2,17,6.0 	REFERENCES 	10,cyfra1 punkt , 	REFERENCES ,cyfra1 ,cyfra1 punkt  	REFERENCES cyfra1 ,1,auto
68876,2,18,List of Fiqures,,List of Fiqures,,List of Fiqures,0,auto
68876,2,19,FIGURE 1 - EPC1509 - 10 SUB-BLOCKS RELINQUISHED - SEPT 2011 	11,,FIGURE 1 - EPC1509 - 10 SUB-BLOCKS RELINQUISHED - SEPT 2011 ,cyfra1 ,FIGURE 1 - EPC1509 - 10 SUB-BLOCKS RELINQUISHED - SEPT 2011 cyfra1 ,0,auto
68876,2,20,FIGURE 2 - EPC1509 GEOLOGY 	12,,FIGURE 2 - EPC1509 GEOLOGY ,cyfra1 ,FIGURE 2 - EPC1509 GEOLOGY cyfra1 ,0,auto
68876,2,21,List of Tables,,List of Tables,,List of Tables,0,auto
68876,2,22,TABLE 1 - EPC1509 SUB-BLOCKS RELINQUISHED SEPTEMBER 2011 	3,,TABLE 1 - EPC1509 SUB-BLOCKS RELINQUISHED SEPTEMBER 2011 ,cyfra1 ,TABLE 1 - EPC1509 SUB-BLOCKS RELINQUISHED SEPTEMBER 2011 cyfra1 ,0,auto
68876,2,23,TABLE 2 - EPC1509 CONSTRAINED AREAS 	4,,TABLE 2 - EPC1509 CONSTRAINED AREAS ,cyfra1 ,TABLE 2 - EPC1509 CONSTRAINED AREAS cyfra1 ,0,auto
68876,2,24,TABLE 3 - EPC1509 STERILE LAND 	4,,TABLE 3 - EPC1509 STERILE LAND ,cyfra1 ,TABLE 3 - EPC1509 STERILE LAND cyfra1 ,0,auto
68876,2,25,TABLE 4 - HISTORIC GSO BOREHOLES 	7,,TABLE 4 - HISTORIC GSO BOREHOLES ,cyfra1 ,TABLE 4 - HISTORIC GSO BOREHOLES cyfra1 ,0,auto
68876,2,27,#,,#,,#,0,auto
69419,2,1,SURAT BASIN WELL ABANDONMENT REPORT,,SURAT BASIN WELL ABANDONMENT REPORT,,SURAT BASIN WELL ABANDONMENT REPORT,0,auto
69419,2,2,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
69419,2,3,TABLE OF CONTENTS 	2,,TABLE OF CONTENTS ,cyfra1 ,TABLE OF CONTENTS cyfra1 ,0,auto
69419,2,4,LIST OF FIGURES 	2,,LIST OF FIGURES ,cyfra1 ,LIST OF FIGURES cyfra1 ,0,auto
69419,2,5,LIST OF APPENDICES 	2,,LIST OF APPENDICES ,cyfra1 ,LIST OF APPENDICES cyfra1 ,2,auto
69419,2,6,1 WELL DATA CARD 	3,cyfra1 , WELL DATA CARD ,cyfra1 ,cyfra1  WELL DATA CARD cyfra1 ,2,auto
69419,2,7,2 	DRILLING AND COMPLETION SUMMARY 	4,cyfra1 , 	DRILLING AND COMPLETION SUMMARY ,cyfra1 ,cyfra1  	DRILLING AND COMPLETION SUMMARY cyfra1 ,1,auto
69419,2,8,3 LOCATION MAPS 	5,cyfra1 , LOCATION MAPS ,cyfra1 ,cyfra1  LOCATION MAPS cyfra1 ,0,auto
69419,2,9,4 WELL DESIGN DIAGRAM 	6,cyfra1 , WELL DESIGN DIAGRAM ,cyfra1 ,cyfra1  WELL DESIGN DIAGRAM cyfra1 ,1,auto
69419,2,10,5 POSITION OF SIGNIFICANT INTERSECTIONS 	7,cyfra1 , POSITION OF SIGNIFICANT INTERSECTIONS ,cyfra1 ,cyfra1  POSITION OF SIGNIFICANT INTERSECTIONS cyfra1 ,1,auto
69419,2,11,5.1 	COAL SEAMS 	7,cyfra1 punkt cyfra2 , 	COAL SEAMS ,cyfra1 ,cyfra1 punkt cyfra2  	COAL SEAMS cyfra1 ,2,auto
69419,2,12,5.2 NATURAL UNDERGROUND RESERVOIRS 	12,cyfra1 punkt cyfra2 , NATURAL UNDERGROUND RESERVOIRS ,cyfra1 ,cyfra1 punkt cyfra2  NATURAL UNDERGROUND RESERVOIRS cyfra1 ,2,auto
69419,2,13,5.3 AQUIFERS 	12,cyfra1 punkt cyfra2 , AQUIFERS ,cyfra1 ,cyfra1 punkt cyfra2  AQUIFERS cyfra1 ,2,auto
69419,2,14,6 DRILLING/ENGINEERING DATA 	12,cyfra1 , DRILLING/ENGINEERING DATA ,cyfra1 ,cyfra1  DRILLING/ENGINEERING DATA cyfra1 ,2,auto
69419,2,15,6.1 HOLE SIZE 	12,cyfra1 punkt cyfra2 , HOLE SIZE ,cyfra1 ,cyfra1 punkt cyfra2  HOLE SIZE cyfra1 ,2,auto
69419,2,16,6.2 CASING 	12,cyfra1 punkt cyfra2 , CASING ,cyfra1 ,cyfra1 punkt cyfra2  CASING cyfra1 ,2,auto
69419,2,17,6.3 	ADDITIONAL EQUIPMENT AND HAZARDS 	12,cyfra1 punkt cyfra2 , 	ADDITIONAL EQUIPMENT AND HAZARDS ,cyfra1 ,cyfra1 punkt cyfra2  	ADDITIONAL EQUIPMENT AND HAZARDS cyfra1 ,2,auto
69419,2,18,6.4 CEMENT CASING ANNULUS 	13,cyfra1 punkt cyfra2 , CEMENT CASING ANNULUS ,cyfra1 ,cyfra1 punkt cyfra2  CEMENT CASING ANNULUS cyfra1 ,2,auto
69419,2,19,6.5 CEMENT PLUG DETAILS 	13,cyfra1 punkt cyfra2 , CEMENT PLUG DETAILS ,cyfra1 ,cyfra1 punkt cyfra2  CEMENT PLUG DETAILS cyfra1 ,2,auto
69419,2,20,6.6 CEMENT LOSSES/COMPLICATIONS 	13,cyfra1 punkt cyfra2 , CEMENT LOSSES/COMPLICATIONS ,cyfra1 ,cyfra1 punkt cyfra2  CEMENT LOSSES/COMPLICATIONS cyfra1 ,2,auto
69419,2,21,6.7 	PERFORATION / SLOTTING DETAILS 	13,cyfra1 punkt cyfra2 , 	PERFORATION / SLOTTING DETAILS ,cyfra1 ,cyfra1 punkt cyfra2  	PERFORATION / SLOTTING DETAILS cyfra1 ,2,auto
69419,2,22,7 	DETAILS OF STIMULATION 	13,cyfra1 , 	DETAILS OF STIMULATION ,cyfra1 ,cyfra1  	DETAILS OF STIMULATION cyfra1 ,0,auto
69419,2,23,APPENDIX 1. DOWN HOLE SURVEY 	14,,APPENDIX 1. DOWN HOLE SURVEY ,cyfra1 ,APPENDIX 1. DOWN HOLE SURVEY cyfra1 ,0,auto
69419,2,24,LIST OF FIGURES,,LIST OF FIGURES,,LIST OF FIGURES,0,auto
69419,2,25,Figure 1: Map showing location of Stratheden-1 	5,,Figure 1: Map showing location of Stratheden-1 ,cyfra1 ,Figure 1: Map showing location of Stratheden-1 cyfra1 ,0,auto
69419,2,26,Figure 2: Well design diagram 	6,,Figure 2: Well design diagram ,cyfra1 ,Figure 2: Well design diagram cyfra1 ,0,auto
69419,2,27,LIST OF APPENDICES,,LIST OF APPENDICES,,LIST OF APPENDICES,0,auto
69419,2,28,APPENDIX 1: DOWN HOLE SURVEY 	13,,APPENDIX 1: DOWN HOLE SURVEY ,cyfra1 ,APPENDIX 1: DOWN HOLE SURVEY cyfra1 ,0,auto
69419,2,29,targetzero 	Doc Owner: GM Exploration,,targetzero 	Doc Owner: GM Exploration,,targetzero 	Doc Owner: GM Exploration,1,auto
69419,2,30,2/14,cyfra1 ,/14,,cyfra1 /14,1,auto
69419,2,31,ZOTD incidoriti| 28r0 injaies 	This document is UNCONTROLLED when printed,,ZOTD incidoriti| 28r0 injaies 	This document is UNCONTROLLED when printed,,ZOTD incidoriti| 28r0 injaies 	This document is UNCONTROLLED when printed,0,auto
69630,3,1,CONTENTS,,CONTENTS,,CONTENTS,0,auto
69630,3,2,1. 	INTRODUCTION 	1,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,auto
69630,3,3,1.1 	Tenure 	1,cyfra1 punkt cyfra2 , 	Tenure ,cyfra1 ,cyfra1 punkt cyfra2  	Tenure cyfra1 ,2,auto
69630,3,4,1.2 	General Area Information 	2,cyfra1 punkt cyfra2 , 	General Area Information ,cyfra1 ,cyfra1 punkt cyfra2  	General Area Information cyfra1 ,2,auto
69630,3,5,2. 	EXPLORATION 	5,cyfra1 punkt , 	EXPLORATION ,cyfra1 ,cyfra1 punkt  	EXPLORATION cyfra1 ,1,auto
69630,3,6,2.1 	Rationale 	5,cyfra1 punkt cyfra2 , 	Rationale ,cyfra1 ,cyfra1 punkt cyfra2  	Rationale cyfra1 ,2,auto
69630,3,7,2.2 	Drilling 	6,cyfra1 punkt cyfra2 , 	Drilling ,cyfra1 ,cyfra1 punkt cyfra2  	Drilling cyfra1 ,2,auto
69630,3,8,2.3 	Seismic 	6,cyfra1 punkt cyfra2 , 	Seismic ,cyfra1 ,cyfra1 punkt cyfra2  	Seismic cyfra1 ,2,auto
69630,3,9,2.4 	Potential Fields 	7,cyfra1 punkt cyfra2 , 	Potential Fields ,cyfra1 ,cyfra1 punkt cyfra2  	Potential Fields cyfra1 ,2,auto
69630,3,10,2.5 	Petroleum Prospectivity 	7,cyfra1 punkt cyfra2 , 	Petroleum Prospectivity ,cyfra1 ,cyfra1 punkt cyfra2  	Petroleum Prospectivity cyfra1 ,2,auto
69630,3,11,3. 	GEOLOGICAL MODEL 	7,cyfra1 punkt , 	GEOLOGICAL MODEL ,cyfra1 ,cyfra1 punkt  	GEOLOGICAL MODEL cyfra1 ,1,auto
69630,3,12,3.1 	Regional Geology and Petroleum System 	7,cyfra1 punkt cyfra2 , 	Regional Geology and Petroleum System ,cyfra1 ,cyfra1 punkt cyfra2  	Regional Geology and Petroleum System cyfra1 ,2,auto
69630,3,13,3.2 	Play Types 	8,cyfra1 punkt cyfra2 , 	Play Types ,cyfra1 ,cyfra1 punkt cyfra2  	Play Types cyfra1 ,2,auto
69630,3,14,Lower Tinowon Sandstone 	8,,Lower Tinowon Sandstone ,cyfra1 ,Lower Tinowon Sandstone cyfra1 ,1,auto
69630,3,15,Upper Tinowon Sandstone 	9,,Upper Tinowon Sandstone ,cyfra1 ,Upper Tinowon Sandstone cyfra1 ,1,auto
69630,3,16,Rewan Group 	10,,Rewan Group ,cyfra1 ,Rewan Group cyfra1 ,0,auto
69630,3,17,Showgrounds Sandstone 	10,,Showgrounds Sandstone ,cyfra1 ,Showgrounds Sandstone cyfra1 ,1,auto
69630,3,18,4. 	WELL PRODUCTION HISTORY AND EXTRACTION METHODS 	11,cyfra1 punkt , 	WELL PRODUCTION HISTORY AND EXTRACTION METHODS ,cyfra1 ,cyfra1 punkt  	WELL PRODUCTION HISTORY AND EXTRACTION METHODS cyfra1 ,1,auto
69630,3,19,4.1 	Conventional 	11,cyfra1 punkt cyfra2 , 	Conventional ,cyfra1 ,cyfra1 punkt cyfra2  	Conventional cyfra1 ,2,auto
69630,3,20,4.2 	Coal Seam 	11,cyfra1 punkt cyfra2 , 	Coal Seam ,cyfra1 ,cyfra1 punkt cyfra2  	Coal Seam cyfra1 ,2,auto
69630,3,21,4.3 	Extraction Methods 	11,cyfra1 punkt cyfra2 , 	Extraction Methods ,cyfra1 ,cyfra1 punkt cyfra2  	Extraction Methods cyfra1 ,2,auto
69630,3,22,5. 	PETROLEUM STORAGE 	11,cyfra1 punkt , 	PETROLEUM STORAGE ,cyfra1 ,cyfra1 punkt  	PETROLEUM STORAGE cyfra1 ,1,auto
69630,3,23,5.1 	Methods of Storage 	11,cyfra1 punkt cyfra2 , 	Methods of Storage ,cyfra1 ,cyfra1 punkt cyfra2  	Methods of Storage cyfra1 ,2,auto
69630,3,24,5.2 	Volumes and Types of Petroleum Stored 	11,cyfra1 punkt cyfra2 , 	Volumes and Types of Petroleum Stored ,cyfra1 ,cyfra1 punkt cyfra2  	Volumes and Types of Petroleum Stored cyfra1 ,2,auto
69630,3,25,5.3 	Extraction Methods 	12,cyfra1 punkt cyfra2 , 	Extraction Methods ,cyfra1 ,cyfra1 punkt cyfra2  	Extraction Methods cyfra1 ,2,auto
69630,3,26,6. 	REPORTS LODGED 	12,cyfra1 punkt , 	REPORTS LODGED ,cyfra1 ,cyfra1 punkt  	REPORTS LODGED cyfra1 ,1,auto
69630,3,27,7. 	CONCLUSIONS 	13,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS cyfra1 ,1,auto
69630,3,28,8. 	REFERENCES 	15,cyfra1 punkt , 	REFERENCES ,cyfra1 ,cyfra1 punkt  	REFERENCES cyfra1 ,1,auto
70158,4,1,2119-02 	Gulf Alumina Ltd Partial Relinquishment Report 	Geos Mining,cyfra1 ,-02 	Gulf Alumina Ltd Partial Relinquishment Report 	Geos Mining,,cyfra1 -02 	Gulf Alumina Ltd Partial Relinquishment Report 	Geos Mining,0,auto
70158,4,2,CONTENTS,,CONTENTS,,CONTENTS,0,auto
70158,4,3,INTRODUCTION 	5,,INTRODUCTION ,cyfra1 ,INTRODUCTION cyfra1 ,1,auto
70158,4,4,TENURE INFORMATION 	6,,TENURE INFORMATION ,cyfra1 ,TENURE INFORMATION cyfra1 ,1,auto
70158,4,5,CLIMATE AND TOPOGRAPHY 	6,,CLIMATE AND TOPOGRAPHY ,cyfra1 ,CLIMATE AND TOPOGRAPHY cyfra1 ,1,auto
70158,4,6,GEOLOGICAL SETTING 	7,,GEOLOGICAL SETTING ,cyfra1 ,GEOLOGICAL SETTING cyfra1 ,0,auto
70158,4,7,EXPLORATION 	7,,EXPLORATION ,cyfra1 ,EXPLORATION cyfra1 ,1,auto
70158,4,8,LANDSAT IMAGERY 	7,,LANDSAT IMAGERY ,cyfra1 ,LANDSAT IMAGERY cyfra1 ,1,auto
70158,4,9,RATIONALE FOR PARTIAL REDUCTION 	8,,RATIONALE FOR PARTIAL REDUCTION ,cyfra1 ,RATIONALE FOR PARTIAL REDUCTION cyfra1 ,0,auto
70158,4,10,Works CITED 	9,,Works CITED ,cyfra1 ,Works CITED cyfra1 ,1,auto
70158,4,11,TABLES,,TABLES,,TABLES,0,auto
70158,4,12,TABLE 1. EPM 14634 CURRENT SUB-BLOCK DESCRIPTIONS 	6,,TABLE 1. EPM 14634 CURRENT SUB-BLOCK DESCRIPTIONS ,cyfra1 ,TABLE 1. EPM 14634 CURRENT SUB-BLOCK DESCRIPTIONS cyfra1 ,0,auto
70158,4,13,FIGURES,,FIGURES,,FIGURES,0,auto
70158,4,14,FIGURE 1: LOCATION OF MERAPAH PROJECT 	5,,FIGURE 1: LOCATION OF MERAPAH PROJECT ,cyfra1 ,FIGURE 1: LOCATION OF MERAPAH PROJECT cyfra1 ,0,auto
70158,4,15,FIGURE 2: SUB-BLOCK DESCRIPTION EPM 14633 AND 14634 	6,,FIGURE 2: SUB-BLOCK DESCRIPTION EPM 14633 AND 14634 ,cyfra1 ,FIGURE 2: SUB-BLOCK DESCRIPTION EPM 14633 AND 14634 cyfra1 ,0,auto
70158,4,16,FIGURE 3. AREAS PROSPECTIVE FOR BAUXITE 	8,,FIGURE 3. AREAS PROSPECTIVE FOR BAUXITE ,cyfra1 ,FIGURE 3. AREAS PROSPECTIVE FOR BAUXITE cyfra1 ,0,auto
70158,4,17,Page I 4,,Page I 4,,Page I 4,0,auto
70562,2,1,Table of Contents,,Table of Contents,,Table of Contents,0,auto
70562,2,2,1.0 SUMMARY 	4,cyfra1 punkt , SUMMARY ,cyfra1 ,cyfra1 punkt  SUMMARY cyfra1 ,1,auto
70562,2,3,2.0 TENEMENT DETAILS 	4,cyfra1 punkt , TENEMENT DETAILS ,cyfra1 ,cyfra1 punkt  TENEMENT DETAILS cyfra1 ,1,auto
